START_DATE*,END_DATE*,CATEGORY*,MILES*
6/27/2016 8:51,6/27/2016 9:00,Business,2.5
6/27/2016 9:05,6/27/2016 9:33,Business,8.6
6/27/2016 9:43,6/27/2016 10:08,Business,5.2
6/27/2016 10:22,6/27/2016 10:39,Business,7.6
6/27/2016 10:51,6/27/2016 10:58,Business,1.8
6/27/2016 11:06,6/27/2016 11:24,Business,4.7
6/27/2016 11:30,6/27/2016 11:42,Business,2.8
6/27/2016 12:22,6/27/2016 13:02,Business,30.0
6/27/2016 13:56,6/27/2016 14:05,Business,4.4
6/27/2016 21:09,6/27/2016 21:19,Business,1.0
6/28/2016 0:48,6/28/2016 1:05,Business,8.2
6/28/2016 20:13,6/28/2016 20:33,Business,10.4
6/28/2016 23:34,6/28/2016 23:59,Business,9.9
6/28/2016 23:34,6/28/2016 23:59,Business,9.9
6/29/2016 8:56,6/29/2016 9:24,Business,7.3
6/29/2016 10:22,6/29/2016 10:38,Business,7.4
6/29/2016 11:49,6/29/2016 11:51,Business,1.6
6/29/2016 12:11,6/29/2016 12:16,Business,1.8
6/29/2016 20:11,6/29/2016 20:29,Business,10.4
6/29/2016 23:38,6/30/2016 0:00,Business,9.9
6/30/2016 20:09,6/30/2016 20:26,Business,9.9
7/1/2016 0:00,7/1/2016 0:25,Business,9.9
7/1/2016 9:34,7/1/2016 9:57,Business,13.3
7/1/2016 12:36,7/1/2016 13:00,Business,11.3
7/1/2016 20:06,7/1/2016 20:24,Business,10.5
7/1/2016 23:48,7/2/2016 0:09,Business,9.9
7/2/2016 20:18,7/2/2016 20:36,Business,10.1
7/2/2016 23:48,7/3/2016 0:12,Business,9.9
7/3/2016 0:28,7/3/2016 0:38,Business,3.1
7/3/2016 3:02,7/3/2016 3:08,Business,3.1
7/3/2016 20:00,7/3/2016 20:18,Business,9.9
7/4/2016 0:32,7/4/2016 0:47,Business,9.9
7/4/2016 17:31,7/4/2016 17:49,Business,8.8
7/4/2016 18:23,7/4/2016 18:49,Business,8.7
7/4/2016 20:00,7/4/2016 20:17,Business,11.8
7/5/2016 0:00,7/5/2016 0:05,Business,1.2
7/5/2016 0:08,7/5/2016 0:28,Business,9.9
7/5/2016 16:48,7/5/2016 16:52,Business,0.6
7/5/2016 20:06,7/5/2016 20:26,Business,9.9
7/5/2016 22:41,7/5/2016 23:02,Business,8.6
7/6/2016 0:33,7/6/2016 0:53,Business,6.3
7/6/2016 9:06,7/6/2016 9:25,Business,9.9
7/6/2016 12:48,7/6/2016 13:08,Business,9.9
7/6/2016 20:04,7/6/2016 20:14,Business,3.3
7/6/2016 23:46,7/6/2016 23:59,Business,3.1
7/7/2016 8:22,7/7/2016 8:50,Business,7.9
7/7/2016 10:27,7/7/2016 10:33,Business,8.9
7/7/2016 12:59,7/7/2016 13:35,Business,12.8
7/8/2016 9:50,7/8/2016 10:13,Business,7.7
7/8/2016 10:51,7/8/2016 11:12,Business,7.0
7/8/2016 13:48,7/8/2016 14:11,Business,12.5
7/8/2016 17:11,7/8/2016 17:30,Business,13.2
7/9/2016 9:03,7/9/2016 9:46,Business,13.0
7/9/2016 9:52,7/9/2016 10:06,Business,4.9
7/9/2016 10:15,7/9/2016 10:33,Business,8.5
7/10/2016 14:10,7/10/2016 14:17,Business,1.3
7/10/2016 16:04,7/10/2016 16:15,Business,1.8
7/10/2016 18:05,7/10/2016 18:21,Business,13.6
7/10/2016 19:51,7/10/2016 20:08,Business,13.4
7/12/2016 16:10,7/12/2016 16:45,Business,12.3
7/12/2016 19:21,7/12/2016 19:26,Personal,1.4
7/12/2016 23:47,7/13/2016 0:11,Personal,8.7
7/13/2016 12:39,7/13/2016 13:20,Personal,23.5
7/13/2016 13:25,7/13/2016 13:39,Personal,2.2
7/13/2016 13:42,7/13/2016 13:54,Personal,4.4
7/14/2016 15:51,7/14/2016 15:59,Personal,3.3
7/14/2016 16:03,7/14/2016 16:34,Business,11.8
7/14/2016 16:39,7/14/2016 20:05,Business,195.3
7/15/2016 11:32,7/15/2016 11:53,Personal,8.3
7/15/2016 12:09,7/15/2016 12:19,Personal,3.2
7/15/2016 12:35,7/15/2016 13:15,Personal,22.4
7/15/2016 15:03,7/15/2016 15:33,Personal,12.2
7/15/2016 15:40,7/15/2016 15:52,Personal,4.5
7/16/2016 13:14,7/16/2016 14:10,Personal,28.1
7/16/2016 14:14,7/16/2016 14:30,Personal,3.8
7/16/2016 15:29,7/16/2016 16:57,Personal,41.9
7/16/2016 19:42,7/16/2016 20:35,Personal,23.8
7/16/2016 21:45,7/16/2016 22:18,Personal,13.0
7/16/2016 22:50,7/16/2016 23:03,Business,4.4
7/17/2016 11:23,7/17/2016 11:50,Personal,15.1
7/17/2016 12:20,7/17/2016 15:25,Personal,180.2
7/18/2016 10:37,7/18/2016 10:49,Personal,4.1
7/18/2016 10:54,7/18/2016 11:15,Personal,6.1
7/18/2016 11:25,7/18/2016 11:36,Personal,3.3
7/18/2016 11:40,7/18/2016 11:56,Personal,4.7
7/18/2016 17:12,7/18/2016 17:33,Business,7.2
7/18/2016 18:32,7/18/2016 18:47,Business,5.5
7/18/2016 19:07,7/18/2016 19:14,Business,3.3
7/18/2016 20:28,7/18/2016 20:32,Business,0.9
7/18/2016 21:11,7/18/2016 21:19,Business,3.8
7/19/2016 10:35,7/19/2016 10:51,Business,6.4
7/19/2016 10:56,7/19/2016 11:11,Business,3.0
7/19/2016 11:30,7/19/2016 12:00,Business,8.7
7/19/2016 17:14,7/19/2016 17:24,Business,3.9
7/19/2016 17:50,7/19/2016 18:08,Personal,4.8
7/20/2016 17:12,7/20/2016 17:24,Personal,2.8
7/20/2016 17:50,7/20/2016 17:57,Personal,1.4
7/20/2016 18:16,7/20/2016 18:20,Personal,1.4
7/21/2016 17:17,7/21/2016 17:23,Business,2.7
7/21/2016 17:42,7/21/2016 17:51,Business,2.3
7/21/2016 18:27,7/21/2016 18:42,Business,3.7
7/21/2016 19:30,7/21/2016 19:39,Business,2.9
7/22/2016 10:42,7/22/2016 10:53,Business,3.8
7/22/2016 11:11,7/22/2016 11:25,Business,5.1
7/22/2016 11:37,7/22/2016 12:00,Business,9.1
7/22/2016 12:14,7/22/2016 12:31,Business,8.0
7/22/2016 13:21,7/22/2016 13:42,Business,9.9
7/22/2016 14:27,7/22/2016 14:43,Business,6.1
7/22/2016 15:49,7/22/2016 16:22,Business,12.2
7/22/2016 18:33,7/22/2016 18:51,Business,8.0
7/23/2016 14:27,7/23/2016 14:44,Business,4.0
7/23/2016 14:48,7/23/2016 15:12,Business,9.5
7/23/2016 15:15,7/23/2016 15:27,Business,3.0
7/23/2016 15:50,7/23/2016 16:10,Business,6.3
7/23/2016 20:17,7/23/2016 20:33,Business,10.4
7/23/2016 23:18,7/23/2016 23:43,Business,9.9
7/25/2016 10:35,7/25/2016 10:41,Business,1.5
7/25/2016 10:47,7/25/2016 10:58,Business,4.9
7/25/2016 11:04,7/25/2016 11:33,Business,7.9
7/25/2016 11:37,7/25/2016 11:44,Business,1.7
7/26/2016 15:43,7/26/2016 15:49,Business,2.2
7/26/2016 17:14,7/26/2016 17:24,Business,2.1
7/26/2016 20:52,7/26/2016 21:00,Business,2.5
7/26/2016 22:31,7/26/2016 22:39,Business,2.5
7/27/2016 19:08,7/27/2016 19:20,Business,2.8
7/27/2016 21:34,7/27/2016 21:57,Business,14.7
7/27/2016 22:00,7/27/2016 22:26,Business,14.6
7/28/2016 0:04,7/28/2016 0:09,Business,2.3
7/29/2016 15:45,7/29/2016 15:47,Business,2.2
7/29/2016 17:27,7/29/2016 17:45,Business,2.2
7/30/2016 17:02,7/30/2016 17:27,Business,14.0
7/30/2016 21:16,7/30/2016 21:41,Business,13.3
7/31/2016 17:30,7/31/2016 17:37,Business,1.8
8/1/2016 12:47,8/1/2016 13:04,Business,6.2
8/1/2016 13:08,8/1/2016 13:19,Business,1.3
8/1/2016 13:28,8/1/2016 13:46,Business,1.9
8/1/2016 13:52,8/1/2016 14:14,Business,6.9
8/1/2016 15:40,8/1/2016 15:47,Business,4.6
8/1/2016 16:18,8/1/2016 16:25,Business,2.8
8/1/2016 16:29,8/1/2016 16:59,Business,9.1
8/1/2016 17:23,8/1/2016 17:55,Business,8.1
8/2/2016 8:11,8/2/2016 8:32,Business,8.4
8/2/2016 11:51,8/2/2016 12:15,Business,4.9
8/2/2016 19:15,8/2/2016 19:23,Business,1.0
8/2/2016 21:23,8/2/2016 21:29,Business,1.0
8/3/2016 12:46,8/3/2016 13:00,Business,2.0
8/3/2016 14:59,8/3/2016 15:03,Business,1.1
8/3/2016 16:00,8/3/2016 16:04,Business,1.5
8/5/2016 17:23,8/5/2016 17:30,Business,1.3
8/5/2016 18:17,8/5/2016 18:21,Business,1.8
8/5/2016 19:17,8/5/2016 19:27,Business,1.5
8/6/2016 6:40,8/6/2016 6:58,Business,6.6
8/6/2016 9:31,8/6/2016 9:53,Business,8.0
8/7/2016 17:14,8/7/2016 17:23,Business,2.7
8/7/2016 17:28,8/7/2016 17:43,Business,2.7
8/7/2016 18:17,8/7/2016 18:23,Business,2.5
8/7/2016 20:15,8/7/2016 20:23,Business,2.5
8/8/2016 16:17,8/8/2016 16:31,Business,5.2
8/8/2016 16:37,8/8/2016 16:50,Business,4.0
8/8/2016 17:02,8/8/2016 17:13,Business,2.7
8/8/2016 21:50,8/8/2016 22:15,Business,4.8
8/8/2016 23:28,8/8/2016 23:37,Business,3.2
8/9/2016 14:20,8/9/2016 14:38,Business,6.9
8/9/2016 15:15,8/9/2016 15:36,Business,14.9
8/9/2016 16:04,8/9/2016 16:37,Business,17.4
8/10/2016 16:56,8/10/2016 17:24,Business,12.9
8/10/2016 17:53,8/10/2016 18:28,Business,15.3
8/10/2016 18:49,8/10/2016 18:50,Business,1.0
8/10/2016 19:47,8/10/2016 20:02,Business,6.0
8/11/2016 12:53,8/11/2016 13:00,Business,2.2
8/11/2016 13:14,8/11/2016 13:28,Business,4.4
8/11/2016 13:32,8/11/2016 13:42,Business,2.8
8/11/2016 18:37,8/11/2016 19:29,Business,31.7
8/11/2016 20:59,8/11/2016 21:44,Business,31.9
8/12/2016 18:49,8/12/2016 18:52,Business,1.9
8/12/2016 18:56,8/12/2016 19:05,Business,1.8
8/13/2016 15:35,8/13/2016 15:58,Business,8.4
8/15/2016 9:05,8/15/2016 9:52,Business,15.6
8/15/2016 15:20,8/15/2016 15:47,Business,14.1
8/15/2016 16:52,8/15/2016 17:30,Business,15.7
8/15/2016 19:08,8/15/2016 20:30,Business,25.9
8/16/2016 7:58,8/16/2016 8:11,Business,7.9
8/16/2016 8:16,8/16/2016 8:23,Business,2.7
8/16/2016 8:46,8/16/2016 8:53,Business,5.5
8/16/2016 10:06,8/16/2016 10:27,Business,5.7
8/16/2016 10:31,8/16/2016 10:38,Business,1.2
8/16/2016 11:47,8/16/2016 12:03,Business,5.7
8/16/2016 15:13,8/16/2016 15:36,Business,16.2
8/17/2016 10:17,8/17/2016 10:41,Business,2.6
8/17/2016 10:57,8/17/2016 11:20,Business,12.1
8/17/2016 14:45,8/17/2016 14:50,Business,1.4
8/17/2016 15:32,8/17/2016 15:47,Business,6.4
8/17/2016 16:29,8/17/2016 16:50,Business,7.3
8/17/2016 16:54,8/17/2016 17:00,Business,5.3
8/17/2016 17:05,8/17/2016 17:34,Business,5.5
8/17/2016 18:38,8/17/2016 18:57,Business,7.7
8/18/2016 18:40,8/18/2016 19:07,Business,7.6
8/19/2016 8:24,8/19/2016 8:45,Business,7.6
8/19/2016 8:54,8/19/2016 9:07,Business,3.3
8/19/2016 9:27,8/19/2016 9:47,Business,6.5
8/19/2016 10:57,8/19/2016 11:06,Business,2.0
8/19/2016 12:07,8/19/2016 12:24,Business,5.7
8/19/2016 15:51,8/19/2016 16:06,Business,3.2
8/19/2016 17:12,8/19/2016 17:52,Business,12.5
8/21/2016 10:00,8/21/2016 10:29,Business,7.6
8/21/2016 14:05,8/21/2016 14:34,Business,7.7
8/21/2016 16:30,8/21/2016 17:02,Business,12.2
8/21/2016 18:10,8/21/2016 18:17,Business,1.4
8/21/2016 18:48,8/21/2016 19:24,Business,20.2
8/22/2016 10:00,8/22/2016 10:44,Business,9.8
8/22/2016 11:07,8/22/2016 11:23,Business,6.3
8/22/2016 12:36,8/22/2016 12:49,Business,4.9
8/22/2016 13:02,8/22/2016 13:11,Business,1.5
8/22/2016 14:07,8/22/2016 14:31,Business,10.9
8/22/2016 15:14,8/22/2016 15:49,Business,19.0
8/22/2016 15:59,8/22/2016 17:16,Business,19.0
8/22/2016 19:58,8/22/2016 20:50,Business,7.9
8/22/2016 20:53,8/22/2016 21:31,Business,4.1
8/22/2016 22:31,8/22/2016 23:00,Business,18.7
8/23/2016 8:10,8/23/2016 8:25,Business,8.7
8/23/2016 9:35,8/23/2016 10:09,Business,7.5
8/23/2016 12:59,8/23/2016 13:15,Business,7.7
8/23/2016 13:19,8/23/2016 13:30,Business,4.4
8/23/2016 13:49,8/23/2016 14:04,Business,5.0
8/23/2016 15:07,8/23/2016 15:12,Business,1.9
8/23/2016 15:15,8/23/2016 17:16,Business,7.9
8/23/2016 17:42,8/23/2016 18:31,Business,17.7
8/24/2016 12:05,8/24/2016 12:56,Business,25.2
8/24/2016 13:01,8/24/2016 15:25,Business,96.2
8/25/2016 15:17,8/25/2016 16:22,Business,35.0
8/25/2016 16:36,8/25/2016 16:56,Business,5.5
8/25/2016 17:19,8/25/2016 19:20,Business,50.4
8/25/2016 19:25,8/25/2016 19:57,Business,9.2
8/25/2016 22:58,8/25/2016 23:16,Business,7.3
8/26/2016 9:06,8/26/2016 9:20,Business,5.0
8/26/2016 11:14,8/26/2016 11:26,Business,3.8
8/26/2016 12:10,8/26/2016 12:20,Business,3.9
8/26/2016 14:10,8/26/2016 14:33,Business,7.4
8/26/2016 15:23,8/26/2016 15:35,Business,1.5
8/26/2016 15:59,8/26/2016 16:24,Business,7.9
8/26/2016 16:55,8/26/2016 17:12,Business,2.9
8/26/2016 18:42,8/26/2016 18:56,Business,3.4
8/26/2016 19:31,8/26/2016 19:54,Business,3.8
8/26/2016 20:06,8/26/2016 20:16,Business,5.9
8/27/2016 9:34,8/27/2016 10:11,Business,9.6
8/27/2016 11:47,8/27/2016 12:06,Business,7.0
8/27/2016 12:12,8/27/2016 12:17,Business,0.9
8/27/2016 14:01,8/27/2016 15:44,Business,86.6
8/27/2016 16:15,8/27/2016 19:13,Business,156.9
8/28/2016 9:57,8/28/2016 10:18,Business,10.1
8/28/2016 16:39,8/28/2016 16:55,Business,6.2
8/28/2016 17:37,8/28/2016 17:55,Business,5.3
8/28/2016 21:15,8/28/2016 21:59,Business,12.1
8/29/2016 12:02,8/29/2016 12:31,Business,10.8
8/29/2016 13:38,8/29/2016 13:48,Business,4.3
8/29/2016 14:31,8/29/2016 14:41,Business,2.5
8/29/2016 14:49,8/29/2016 15:04,Business,5.7
8/29/2016 15:49,8/29/2016 15:59,Business,2.8
8/29/2016 16:06,8/29/2016 16:21,Business,4.0
8/29/2016 17:24,8/29/2016 17:41,Business,5.5
8/29/2016 18:27,8/29/2016 18:36,Business,2.6
8/30/2016 11:53,8/30/2016 12:05,Business,2.1
8/30/2016 12:46,8/30/2016 13:09,Business,8.8
8/30/2016 13:25,8/30/2016 13:46,Business,4.4
8/30/2016 14:00,8/30/2016 14:20,Business,5.3
8/30/2016 17:27,8/30/2016 18:09,Business,13.0
9/1/2016 11:51,9/1/2016 12:24,Business,13.0
9/1/2016 17:21,9/1/2016 17:36,Business,10.6
9/1/2016 18:49,9/1/2016 19:08,Business,2.2
9/2/2016 11:37,9/2/2016 12:24,Business,9.2
9/2/2016 18:56,9/2/2016 19:37,Business,12.9
9/5/2016 10:25,9/5/2016 10:44,Business,17.2
9/6/2016 17:49,9/6/2016 17:49,Business,69.1
9/10/2016 10:28,9/10/2016 10:45,Business,2.8
9/11/2016 9:51,9/11/2016 9:55,Business,8.6
9/11/2016 21:40,9/11/2016 21:42,Business,9.8
9/12/2016 8:07,9/12/2016 8:12,Business,3.6
9/12/2016 11:15,9/12/2016 11:24,Business,1.7
9/12/2016 13:04,9/12/2016 13:44,Business,11.5
9/13/2016 16:56,9/13/2016 17:02,Business,0.7
9/14/2016 11:55,9/14/2016 11:59,Business,0.7
9/15/2016 20:33,9/15/2016 20:38,Business,0.9
9/16/2016 7:08,9/16/2016 7:08,Business,1.6
9/18/2016 18:07,9/18/2016 18:11,Business,9.4
9/19/2016 6:18,9/19/2016 6:49,Business,18.2
9/19/2016 14:40,9/19/2016 14:56,Business,10.5
9/19/2016 16:23,9/19/2016 16:31,Business,5.7
9/19/2016 17:36,9/19/2016 18:20,Business,18.0
9/19/2016 19:10,9/19/2016 19:49,Business,18.3
9/20/2016 11:29,9/20/2016 11:48,Business,16.5
9/20/2016 20:47,9/20/2016 22:47,Business,9.6
9/23/2016 13:15,9/23/2016 13:40,Business,2.9
9/24/2016 14:34,9/24/2016 15:15,Business,8.2
9/24/2016 20:29,9/24/2016 20:33,Business,2.4
9/27/2016 8:33,9/27/2016 8:35,Business,5.8
9/27/2016 13:21,9/27/2016 14:43,Business,9.8
9/27/2016 19:14,9/27/2016 20:34,Business,7.3
9/27/2016 21:01,9/28/2016 2:37,Business,195.6
9/28/2016 17:21,9/28/2016 19:36,Business,20.5
9/29/2016 16:13,9/29/2016 18:47,Business,12.6
9/30/2016 17:39,9/30/2016 20:20,Business,37.7
9/30/2016 20:59,9/30/2016 22:34,Business,16.7
10/3/2016 17:09,10/3/2016 17:12,Business,10.5
10/3/2016 18:17,10/3/2016 18:34,Business,2.8
10/3/2016 18:51,10/3/2016 19:01,Business,1.6
10/3/2016 22:04,10/3/2016 22:33,Business,12.7
10/4/2016 9:50,10/4/2016 10:52,Business,28.6
10/4/2016 12:17,10/4/2016 12:18,Business,15.1
10/6/2016 8:49,10/6/2016 11:36,Business,17.9
10/6/2016 17:23,10/6/2016 17:40,Business,112.6
10/6/2016 18:37,10/6/2016 18:39,Business,18.4
10/6/2016 19:46,10/6/2016 20:26,Business,13.8
10/7/2016 10:56,10/7/2016 10:59,Business,33.2
10/7/2016 11:27,10/7/2016 11:50,Business,2.6
10/7/2016 13:52,10/7/2016 14:08,Business,5.8
10/7/2016 14:29,10/7/2016 15:11,Business,8.3
10/7/2016 15:47,10/7/2016 16:02,Business,2.4
10/7/2016 18:08,10/7/2016 18:27,Business,3.1
10/7/2016 18:33,10/7/2016 19:01,Business,6.1
10/8/2016 15:03,10/8/2016 15:03,Business,3.6
10/8/2016 18:15,10/8/2016 18:18,Business,8.0
10/9/2016 14:04,10/9/2016 14:23,Business,7.7
10/10/2016 17:22,10/10/2016 17:28,Business,1.7
10/10/2016 17:33,10/10/2016 18:13,Business,9.5
10/11/2016 1:27,10/11/2016 2:08,Business,17.1
10/12/2016 19:18,10/12/2016 19:21,Business,18.4
10/13/2016 11:20,10/13/2016 11:58,Business,9.8
10/13/2016 12:08,10/13/2016 12:14,Business,1.0
10/13/2016 13:02,10/13/2016 13:02,Business,0.7
10/13/2016 13:37,10/13/2016 13:46,Business,2.3
10/13/2016 16:08,10/13/2016 16:53,Business,10.9
10/14/2016 8:50,10/14/2016 9:44,Business,12.7
10/14/2016 10:16,10/14/2016 10:52,Business,12.4
10/14/2016 15:56,10/14/2016 16:20,Business,3.8
10/14/2016 23:54,10/15/2016 2:06,Business,17.0
10/15/2016 22:28,10/15/2016 22:48,Business,6.2
10/16/2016 0:01,10/16/2016 0:14,Business,3.1
10/16/2016 12:52,10/16/2016 13:11,Business,10.5
10/16/2016 14:40,10/16/2016 15:01,Business,8.1
10/16/2016 15:10,10/16/2016 15:19,Business,3.1
10/16/2016 19:27,10/16/2016 19:33,Business,2.1
10/16/2016 20:30,10/16/2016 20:39,Business,4.3
10/16/2016 21:34,10/16/2016 21:41,Business,2.5
10/17/2016 15:19,10/17/2016 15:57,Business,20.6
10/17/2016 16:29,10/17/2016 17:11,Business,17.6
10/17/2016 18:02,10/17/2016 18:16,Business,5.6
10/17/2016 18:31,10/17/2016 18:45,Business,3.3
10/17/2016 19:08,10/17/2016 19:25,Business,5.3
10/18/2016 8:12,10/18/2016 8:22,Business,3.3
10/18/2016 8:53,10/18/2016 9:02,Business,3.3
10/18/2016 10:41,10/18/2016 11:09,Business,7.9
10/18/2016 18:12,10/18/2016 18:33,Business,13.0
10/18/2016 19:03,10/18/2016 19:13,Business,3.0
10/18/2016 20:31,10/18/2016 20:37,Business,3.0
10/19/2016 9:33,10/19/2016 9:47,Business,3.8
10/19/2016 9:54,10/19/2016 10:21,Business,9.5
10/19/2016 13:45,10/19/2016 13:56,Business,1.7
10/19/2016 14:02,10/19/2016 14:31,Business,10.8
10/19/2016 15:44,10/19/2016 16:02,Business,4.1
10/19/2016 16:06,10/19/2016 16:19,Business,2.2
10/19/2016 16:33,10/19/2016 17:01,Business,4.6
10/20/2016 11:26,10/20/2016 11:34,Business,3.1
10/20/2016 12:19,10/20/2016 13:17,Business,47.7
10/20/2016 20:44,10/20/2016 21:37,Business,44.6
10/21/2016 10:06,10/21/2016 10:21,Business,13.2
10/22/2016 0:54,10/22/2016 1:09,Business,8.7
10/22/2016 13:26,10/22/2016 14:03,Business,17.2
10/22/2016 17:08,10/22/2016 17:55,Business,14.0
10/23/2016 9:24,10/23/2016 10:05,Business,28.1
10/23/2016 12:17,10/23/2016 12:59,Business,28.2
10/23/2016 19:04,10/23/2016 19:14,Business,3.1
10/23/2016 21:10,10/23/2016 21:25,Business,3.1
10/24/2016 14:57,10/24/2016 15:26,Business,16.4
10/24/2016 15:33,10/24/2016 16:13,Business,15.4
10/24/2016 16:34,10/24/2016 16:41,Business,2.2
10/25/2016 13:27,10/25/2016 14:08,Business,11.2
10/25/2016 15:04,10/25/2016 15:11,Business,2.2
10/25/2016 15:16,10/25/2016 15:33,Business,3.6
10/25/2016 20:00,10/25/2016 20:11,Business,3.6
10/25/2016 20:54,10/25/2016 21:03,Business,4.9
10/25/2016 22:24,10/25/2016 22:45,Business,8.7
10/26/2016 19:25,10/26/2016 19:31,Business,2.1
10/26/2016 20:53,10/26/2016 21:03,Business,2.1
10/27/2016 18:51,10/27/2016 19:16,Business,8.4
10/27/2016 19:20,10/27/2016 19:35,Business,5.9
10/27/2016 19:52,10/27/2016 20:21,Business,12.1
10/27/2016 20:47,10/27/2016 20:54,Business,3.9
10/27/2016 21:26,10/27/2016 21:48,Business,6.2
10/28/2016 11:34,10/28/2016 11:52,Business,10.4
10/28/2016 13:06,10/28/2016 13:36,Business,9.9
10/28/2016 15:53,10/28/2016 17:59,Business,107.0
10/28/2016 18:13,10/28/2016 20:07,Business,133.6
10/28/2016 20:13,10/28/2016 22:00,Business,91.8
10/29/2016 15:22,10/29/2016 17:05,Business,40.7
10/29/2016 17:13,10/29/2016 19:19,Business,75.7
10/30/2016 7:49,10/30/2016 8:30,Business,29.8
10/30/2016 9:07,10/30/2016 10:09,Business,16.3
10/30/2016 10:11,10/30/2016 10:38,Business,6.5
10/30/2016 10:51,10/30/2016 11:21,Business,6.3
10/30/2016 12:24,10/30/2016 12:35,Business,6.6
10/30/2016 12:58,10/30/2016 13:18,Business,15.2
10/30/2016 13:24,10/30/2016 14:37,Business,68.4
10/30/2016 15:22,10/30/2016 18:23,Business,195.9
10/30/2016 18:26,10/30/2016 19:39,Business,45.2
10/31/2016 18:11,10/31/2016 18:20,Business,3.2
10/31/2016 18:47,10/31/2016 19:16,Business,10.3
10/31/2016 20:18,10/31/2016 20:44,Business,13.1
10/31/2016 21:45,10/31/2016 22:10,Business,9.6
11/1/2016 11:50,11/1/2016 12:27,Business,16.5
11/1/2016 16:29,11/1/2016 17:02,Business,12.8
11/1/2016 17:35,11/1/2016 17:42,Business,1.2
11/1/2016 19:14,11/1/2016 19:20,Business,1.0
11/1/2016 19:59,11/1/2016 20:12,Business,4.1
11/1/2016 20:41,11/1/2016 20:55,Business,4.2
11/2/2016 15:10,11/2/2016 15:18,Business,1.4
11/2/2016 15:45,11/2/2016 15:52,Business,1.8
11/2/2016 16:46,11/2/2016 17:11,Business,8.5
11/2/2016 17:34,11/2/2016 17:49,Business,5.0
11/2/2016 17:53,11/2/2016 18:00,Business,3.8
11/3/2016 11:28,11/3/2016 11:34,Business,2.5
11/3/2016 12:43,11/3/2016 12:49,Business,2.4
11/3/2016 13:42,11/3/2016 13:47,Business,1.4
11/3/2016 14:13,11/3/2016 14:26,Business,1.8
11/3/2016 18:51,11/3/2016 19:08,Business,3.1
11/3/2016 22:46,11/3/2016 22:58,Business,3.1
11/4/2016 10:02,11/4/2016 10:18,Business,7.9
11/4/2016 18:14,11/4/2016 18:21,Business,3.8
11/4/2016 21:04,11/4/2016 21:20,Business,4.3
11/4/2016 22:12,11/4/2016 22:25,Business,3.9
11/5/2016 8:34,11/5/2016 8:43,Business,2.2
11/5/2016 17:29,11/5/2016 17:40,Business,2.8
11/5/2016 19:20,11/5/2016 19:28,Business,2.2
11/6/2016 10:50,11/6/2016 11:04,Business,2.4
11/6/2016 16:05,11/6/2016 16:22,Business,2.8
11/6/2016 16:27,11/6/2016 17:28,Business,43.9
11/6/2016 19:04,11/6/2016 19:12,Business,1.8
11/6/2016 20:06,11/6/2016 20:21,Business,3.3
11/7/2016 12:28,11/7/2016 12:57,Business,11.8
11/7/2016 19:17,11/7/2016 19:57,Business,13.2
11/8/2016 10:29,11/8/2016 10:57,Business,12.2
11/8/2016 12:16,11/8/2016 12:49,Business,11.3
11/8/2016 13:41,11/8/2016 14:01,Business,3.6
11/8/2016 16:21,11/8/2016 16:34,Business,3.0
11/9/2016 13:08,11/9/2016 13:41,Business,11.4
11/9/2016 15:58,11/9/2016 16:04,Business,0.9
11/9/2016 17:31,11/9/2016 18:03,Business,6.2
11/9/2016 18:09,11/9/2016 18:14,Business,0.7
11/9/2016 18:21,11/9/2016 18:35,Business,5.5
11/9/2016 18:40,11/9/2016 19:17,Business,12.7
11/9/2016 20:52,11/9/2016 21:02,Business,2.6
11/9/2016 21:56,11/9/2016 22:02,Business,1.1
11/10/2016 9:46,11/10/2016 10:15,Business,12.6
11/10/2016 10:20,11/10/2016 10:31,Business,1.2
11/10/2016 14:57,11/10/2016 15:07,Business,1.1
11/10/2016 15:17,11/10/2016 15:22,Business,9.9
11/10/2016 15:30,11/10/2016 15:53,Business,6.0
11/10/2016 19:18,11/10/2016 19:21,Business,0.8
11/11/2016 9:35,11/11/2016 10:23,Business,45.9
11/11/2016 12:58,11/11/2016 13:13,Business,4.0
11/11/2016 14:20,11/11/2016 14:32,Business,2.5
11/11/2016 14:39,11/11/2016 15:46,Business,36.6
11/11/2016 18:30,11/11/2016 18:43,Business,2.9
11/11/2016 21:08,11/11/2016 21:18,Business,2.6
11/12/2016 10:32,11/12/2016 10:52,Business,2.3
11/12/2016 10:55,11/12/2016 11:25,Business,6.4
11/12/2016 13:07,11/12/2016 13:15,Business,1.4
11/12/2016 13:46,11/12/2016 13:50,Business,0.6
11/12/2016 14:22,11/12/2016 14:53,Business,5.9
11/12/2016 15:14,11/12/2016 15:21,Business,0.8
11/12/2016 15:25,11/12/2016 15:36,Business,1.3
11/12/2016 15:40,11/12/2016 15:59,Business,3.7
11/13/2016 8:54,11/13/2016 9:02,Business,2.3
11/13/2016 9:27,11/13/2016 9:53,Business,2.6
11/13/2016 10:31,11/13/2016 10:37,Business,1.9
11/13/2016 11:04,11/13/2016 11:16,Business,2.1
11/13/2016 12:22,11/13/2016 12:51,Business,4.0
11/13/2016 13:05,11/13/2016 13:11,Business,0.9
11/13/2016 13:14,11/13/2016 13:18,Business,0.9
11/13/2016 14:35,11/13/2016 14:46,Business,2.4
11/13/2016 15:14,11/13/2016 15:24,Business,1.9
